Measurement outcome,Frequency
011101010001,2
011101010011,1
011101010100,4
011101010110,1
011101011110,1
011101100000,4
011101100001,1
011101100101,1
011101101000,1
011101101100,1
000101110111,2
011101110100,1
011101111000,1
011101111001,1
011101111100,2
011110000000,8
011110000001,4
011110000010,4
011110000100,2
011110000101,2
011110001000,2
011110001011,1
011110001100,1
011110001101,1
011110010000,5
011110010001,5
011110010011,1
011110010100,5
011110010101,3
011110010110,3
011110010111,2
011110011000,3
011110011010,2
011110011011,1
011110011101,2
011110011110,1
011110100000,4
011110100001,5
011110100101,1
011110100110,1
011110101000,3
011110101100,1
011110110000,2
011110110001,1
011110110010,3
011110110100,2
011110110110,1
011110110111,1
011110111000,3
011110111001,2
011110111110,1
011111000000,3
011111000001,2
011111000010,2
011111000100,3
011111000110,1
011111001001,1
011111001100,1
011111001101,1
011111001110,1
000101111101,1
011111010000,1
011111010001,2
011111011001,1
011111011010,1
011111011100,2
011111011111,1
011111100000,2
011111100001,1
011111100010,1
011111100011,2
011111100100,1
011111100101,1
011111101000,2
011111101010,1
011111101101,2
011111101110,1
011111110000,3
011111110001,2
011111110010,3
011111110011,2
011111110100,1
011111110101,1
011111111001,1
011111111010,1
100000000000,9
100000000001,5
100000000010,7
100000000011,2
100000000100,8
100000000101,5
100000000110,1
100000001001,2
100000001010,2
100000001011,1
100000001100,4
100000001101,1
100000001110,1
100000001111,2
100000010000,6
100000010001,4
100000010010,2
100000010011,4
100000010100,5
100000010101,3
100000010110,1
100000011000,2
100000011001,2
100000011100,6
100000011110,1
100000100000,10
100000100001,2
100000100010,5
100000100011,1
100000100100,3
100000100101,3
100000100110,2
100000100111,2
100000101000,3
100000101011,2
100000101100,5
100000101101,2
100000101110,1
000110000011,2
100000110001,5
100000110100,2
100000111001,2
100000111110,1
100001000000,5
100001000001,2
100001000100,4
100001000110,1
100001000111,4
100001001000,2
100001001100,1
100001001101,1
100001010000,4
100001010011,1
100001010100,1
100001010101,1
100001010110,1
100001010111,1
100001011000,1
100001011100,1
000110000110,1
100001100000,4
100001100001,1
100001100011,1
100001100100,3
100001100101,2
100001101011,1
100001101111,1
100001110010,1
100001111000,1
100001111100,1
100001111101,2
100001111111,1
100010000000,5
100010000001,6
100010000010,1
100010000011,1
100010000100,3
100010000110,3
100010000111,1
100010001001,1
100010001100,1
100010001101,1
100010010000,4
100010010010,3
100010010100,1
100010010101,1
100010010110,1
100010010111,2
100010011000,2
100010011001,2
100010011010,1
100010011100,2
100010011101,1
100010011111,1
100010100000,6
100010100001,1
100010100100,2
100010101000,1
100010101010,1
100010101011,1
100010101100,1
100010110000,1
100010110001,2
100010110100,2
100010110101,2
100010110110,2
100010111000,1
100010111100,1
100011000001,2
100011000100,2
100011000101,1
100011001001,1
100011001100,1
100011001101,1
100011010000,1
100011010001,4
100011010010,1
100011010011,1
100011010100,1
100011011010,1
100011011011,1
100011011100,1
100011011101,1
000110001110,1
100011100000,1
100011100001,2
100011100011,1
100011101000,1
100011101001,1
100011101011,1
100011101100,1
100011101111,1
100011110000,2
100011110001,3
100011110010,1
100011110100,1
100011110101,1
100011111000,1
100011111001,1
100011111100,1
100100000000,6
100100000001,5
100100000010,1
100100000011,1
100100000100,4
100100000101,2
100100000111,1
100100001000,2
100100001010,1
100100001100,1
100100010001,3
100100010100,2
100100010101,2
100100010111,2
100100011000,1
100100011001,1
100100011010,1
100100011011,1
100100100000,6
100100100001,1
100100100010,1
100100100100,2
100100100101,2
100100100110,1
100100100111,3
100100101001,1
100100101011,1
100100101101,1
100100101110,1
100100110001,1
100100110010,2
100100110100,4
100100110110,1
100100111000,3
100100111100,1
100100111110,1
100101000000,2
100101000001,4
100101000011,2
100101000101,1
100101001000,2
100101001011,1
100101001100,1
100101001110,1
100101010000,4
100101010001,5
100101010011,1
100101010110,1
100101011000,3
100101011001,3
100101011010,1
100101011100,1
100101100000,1
100101100001,3
100101100100,3
100101101000,1
100101101001,1
100101101100,1
100101101111,1
100101110000,2
100101110001,1
100101110010,1
100101110101,1
000110011000,2
100110000010,4
100110000101,2
100110000111,1
100110001001,1
100110001100,1
100110001101,1
100110010000,1
100110010001,2
100110010100,1
100110010101,1
100110010111,1
100110011100,2
100110011101,1
100110011110,1
100110100000,3
100110100011,1
100110100100,3
100110100101,2
100110101110,1
000110011011,1
100110110000,1
100110110001,2
100110110010,1
100110110100,3
100110111000,1
100110111010,1
100111000000,2
100111000001,1
100111000010,1
100111000011,1
100111000100,2
100111000101,3
100111001000,2
100111001100,1
100111001110,1
100111010000,1
100111010001,1
100111010010,1
100111011000,1
100111100011,1
100111100101,1
100111100110,1
100111101101,1
100111110000,1
100111110110,1
100111110111,1
100111111000,1
100111111011,1
100111111100,2
101000000000,5
101000000001,9
101000000010,2
101000000011,1
101000000101,2
101000000110,2
101000000111,1
101000001000,2
101000001100,2
101000001101,4
101000001111,1
000110100001,1
101000010000,5
101000010001,4
101000010011,1
101000010100,3
101000010110,1
101000011000,2
101000011010,1
101000011011,1
101000011100,2
101000011101,1
101000011110,1
101000100000,3
101000100001,1
101000100011,1
101000100100,1
101000100101,1
101000100110,1
101000101011,1
101000101110,1
000110100011,1
101000110000,4
101000110001,1
101000110011,1
101000110100,2
101000110101,2
101000111001,1
101001000000,4
101001000001,3
101001000011,2
101001000101,2
101001001000,1
101001001101,2
101001010000,2
101001010011,1
101001010110,1
101001011000,1
101001011001,1
101001011010,1
101001011100,1
101001011101,1
101001100000,2
101001100001,1
101001100010,1
101001101010,1
101001110000,2
101001110001,3
101001110100,1
101001110101,1
101001111000,1
101001111100,2
101001111101,1
000110101000,1
101010000000,4
101010000001,2
101010000010,1
101010000011,4
101010000100,1
101010001000,2
101010001010,1
101010001100,3
101010001101,1
101010001111,1
101010010000,2
101010010001,1
101010010100,5
101010010101,1
101010011101,1
000110101010,1
101010100000,1
101010100001,1
101010100010,1
101010100110,1
101010101000,1
101010101011,1
101010101100,3
101010101101,1
101010101110,1
101010101111,1
101010110000,1
101010110001,1
101010110100,1
101010110111,1
101010111000,2
101010111010,1
101010111100,2
101010111101,1
101011000000,4
101011000001,1
101011000010,2
101011000011,1
101011000101,3
101011001000,1
101011001100,1
101011001101,1
101011010110,1
101011011000,2
101011011010,1
101011011100,1
101011011101,1
101011100000,1
101011100001,2
101011100100,1
101011100110,1
101011101100,1
101011101101,2
101011110010,1
101011110011,1
101011110110,1
101011111000,2
101011111010,1
101011111100,1
101100000000,4
101100000001,5
101100000010,4
101100000100,4
101100000101,1
101100001001,1
101100001011,1
101100001100,1
000110110001,2
101100010001,2
101100010101,2
101100011000,2
101100011001,1
101100011010,1
101100011100,1
101100011110,1
101100100000,3
101100100010,2
101100100100,2
101100100110,1
101100100111,2
101100101000,1
101100101001,1
101100101101,1
000110110011,1
101100110000,2
101100110001,3
101100110010,1
101100110100,2
101100110101,1
101100111000,1
101100111010,1
101100111101,1
101101000000,1
101101000001,1
101101000010,3
101101000100,1
101101000101,2
101101000110,1
101101000111,1
101101001000,1
000110110101,1
101101010000,4
101101010001,2
101101010100,1
101101011001,1
101101011100,3
101101100000,1
101101100001,1
101101100010,1
101101101000,1
000110110111,1
101101111101,1
101110000000,4
101110000001,3
101110000011,1
101110000101,1
101110001000,1
101110001001,1
101110001111,1
101110010000,5
101110010001,3
101110010010,1
101110010100,2
101110010101,2
101110010110,1
101110010111,1
101110011001,1
101110011100,5
101110011101,2
101110100000,3
101110100001,2
101110100100,1
101110100110,1
101110101001,2
101110101011,1
101110101100,1
101110101101,1
000110111011,1
101110110000,2
101110110010,1
101110110100,1
101110110101,1
101110110111,1
101110111000,1
101110111100,1
101110111101,1
101111000000,2
101111000011,2
101111000100,1
101111000110,1
101111001000,2
101111001100,1
101111001101,1
101111010000,1
101111010001,1
101111010010,1
101111011000,3
101111011100,1
101111100000,1
101111100001,2
101111100100,1
101111100111,1
101111101000,2
101111101001,1
101111101110,1
101111110000,2
101111110001,1
101111110100,1
101111110110,1
101111111001,1
101111111010,1
101111111100,1
101111111111,1
110000000000,19
110000000001,10
110000000010,5
110000000100,8
110000000101,4
110000001000,2
110000001001,5
110000001010,1
110000001011,2
110000001100,1
110000001101,2
110000001110,2
110000010000,4
110000010001,3
110000010100,4
110000010101,3
110000010110,2
110000011001,2
110000011010,2
110000011101,2
110000011110,1
110000011111,1
000111000010,1
110000100000,6
110000100001,1
110000100010,1
110000100011,1
110000100100,3
110000100101,2
110000100110,2
110000100111,1
110000101001,2
110000101010,1
110000101100,1
110000101101,2
110000110000,3
110000110001,1
110000110011,1
110000110100,3
110000110101,1
110000110110,1
110000110111,1
110000111100,3
110000111101,1
110001000000,6
110001000001,3
110001000010,1
110001000100,1
110001000101,1
110001000110,2
110001001000,2
110001001101,1
110001010000,4
110001010011,2
110001010100,2
110001010101,1
110001011100,3
110001100000,4
110001100001,2
110001100100,1
110001100101,2
000111000111,1
110001110000,1
110001110001,1
110001110100,2
110001110101,1
110001111000,2
110001111001,1
110001111100,3
110010000000,11
110010000001,6
110010000010,1
110010000100,6
110010000101,4
110010000110,3
110010001000,2
110010001010,1
110010001100,3
110010001101,5
110010001110,2
110010001111,1
110010010000,7
110010010001,2
110010010010,1
110010010011,2
110010010100,1
110010010101,3
110010010110,1
110010010111,2
110010011001,1
110010011100,6
110010011101,2
110010100000,6
110010100001,2
110010100010,2
110010100011,1
110010100100,2
110010100101,1
110010100110,1
110010100111,1
110010101000,2
110010101001,3
110010101011,1
110010101100,1
110010101111,1
110010110000,3
110010110001,2
110010110010,1
110010110100,2
110010110101,1
110010110110,1
110010111000,1
110010111001,1
110010111011,1
110010111100,1
110010111101,1
110010111110,1
110011000000,3
110011000001,2
110011000011,1
110011000100,2
110011000101,1
110011000110,1
110011001011,1
110011001100,1
110011010000,4
110011010001,2
110011010100,5
110011010101,1
110011010111,1
110011011000,4
110011011011,1
110011011101,2
110011011110,2
110011100000,4
110011100001,2
110011100010,1
110011100011,1
110011100100,1
110011100101,2
110011100111,1
110011101010,1
110011101111,1
000111001111,1
110011110000,1
110011110100,2
110011111001,1
110011111011,2
110011111100,2
110100000000,7
110100000001,4
110100000010,2
110100000011,1
110100000100,3
110100000101,3
110100000110,1
110100001010,2
110100001101,1
110100001110,1
110100010000,3
110100010001,2
110100010100,1
110100010101,1
110100011000,4
110100011010,1
110100011101,1
000111010010,1
110100100000,2
110100100001,3
110100100010,2
110100100011,1
110100100101,2
110100101000,1
110100101001,4
110100101010,1
110100101100,1
110100101101,1
110100110001,2
110100110011,1
110100110110,1
110100111000,1
110100111011,1
000111010100,2
110101000000,3
110101000001,1
110101000010,1
110101000011,2
110101000100,2
110101000101,1
110101001001,2
110101001100,2
110101001101,1
110101010000,3
110101010010,1
110101010111,2
110101011000,2
110101011001,1
110101011100,2
110101011101,4
110101011110,2
110101100000,1
110101100011,1
110101100100,1
110101101000,1
110101101101,1
110101101110,1
110101110000,1
110101110110,1
110101111000,1
110101111010,1
110101111101,1
110110000000,9
110110000001,4
110110000010,4
110110000011,2
110110000100,3
110110000101,2
110110000111,1
110110001000,2
110110001010,1
110110001011,2
110110001100,3
110110001110,2
000111011001,3
110110010000,5
110110010001,4
110110010100,3
110110010101,2
110110011000,3
110110011010,2
110110011100,2
110110011101,3
110110100000,1
110110100001,5
110110100010,1
110110100101,2
110110101010,1
110110101100,1
110110110000,4
110110110001,1
110110110010,1
110110111010,1
110111000000,3
110111000001,3
110111000010,1
110111000100,2
110111000101,3
110111000110,1
110111001001,1
110111001100,1
110111010000,2
110111010011,1
110111010101,1
110111100000,1
110111100001,2
110111100100,1
110111100110,1
110111101110,2
110111110000,1
110111110001,2
110111110100,1
110111111000,2
110111111001,3
110111111101,1
111000000000,5
111000000001,4
111000000010,1
111000000100,3
111000000101,4
111000000110,1
111000001000,3
111000001001,4
111000001010,1
111000001100,1
111000001101,2
111000001110,1
111000010000,9
111000010001,4
111000010010,1
111000010011,1
111000010101,3
111000010110,1
111000011000,1
111000011001,2
111000011100,2
111000011101,1
111000011111,1
111000100000,3
111000100010,2
111000100101,2
111000100110,2
111000100111,1
111000101000,3
111000101001,1
111000101100,5
111000101101,1
111000101111,1
111000110000,2
111000110001,2
111000110010,1
111000110011,1
111000110101,1
111000110111,1
111000111101,1
111000111111,1
111001000000,5
111001000001,2
111001000010,1
111001000011,1
111001000100,2
111001000101,2
111001001001,2
111001001101,2
111001010000,2
111001010001,2
111001010100,1
111001010110,2
111001011000,2
111001011001,2
111001011010,1
111001011100,1
111001011111,1
111001100000,1
111001100010,2
111001100011,1
111001100101,1
111001100111,1
111001101000,1
111001101010,1
111001110000,1
111001110010,1
111001110100,2
111001110111,1
111001111001,1
111001111101,2
111010000000,4
111010000001,4
111010000010,5
111010000100,1
111010000101,3
111010001001,1
111010001010,1
111010001100,2
111010001101,1
111010010000,2
111010010001,3
111010010010,3
111010010100,1
111010010101,3
111010010110,1
111010011000,1
111010011001,1
111010011101,1
111010011110,2
111010100000,4
111010100001,2
111010100010,1
111010100100,1
111010101000,3
111010101001,1
111010101010,1
111010101100,1
111010101110,1
111010110000,2
111010110010,1
111010110101,2
111010110110,1
111010111000,2
111010111001,1
111010111100,3
111010111101,1
000111101100,2
111011000000,3
111011000001,2
111011000010,1
111011000100,2
111011000101,1
111011001001,2
111011001100,1
111011001101,4
111011001110,1
111011010000,3
111011010001,1
111011010010,2
111011010100,2
111011010101,1
111011011000,1
111011011001,1
111011011010,1
111011011100,5
111011011111,1
111011100000,4
111011100001,1
111011100100,1
111011100101,2
111011101000,3
111011101010,1
111011101100,1
111011110000,1
111011110001,1
111011110011,1
111011110100,1
111011110101,1
111011111000,1
111011111100,1
111100000000,9
111100000001,5
111100000010,2
111100000011,1
111100000100,7
111100000101,3
111100001000,1
111100001001,2
111100001010,1
111100001100,4
111100001110,1
000111110001,1
111100010000,5
111100010001,3
111100010010,1
111100010100,4
111100010101,1
111100011000,1
111100011001,2
111100011010,1
111100011011,2
111100011100,4
111100011101,2
111100100000,1
111100100001,2
111100100010,2
111100100011,2
111100100110,2
111100101010,1
111100110000,3
111100110011,1
111100110101,1
111100110110,1
111100110111,1
111100111000,1
111100111001,2
111100111011,1
111101000000,5
111101000001,4
111101000100,3
