Measurement outcome,Frequency
000010111110010,1
000010111110111,1
000011000000000,2
000011000000001,1
000011000000010,2
000011000000101,1
000011000001001,1
000011000010010,1
000011000010011,1
000011000011001,1
000011000011011,3
000011000011100,1
000011000011111,1
000011000100001,2
000011000101111,1
000011000110000,1
000011000110001,1
000011000111010,1
000011000111111,1
000011001000011,2
000011001000101,1
000011001000110,1
000011001000111,2
000011001010001,1
000011001010010,2
000011001010011,1
000011001010100,2
000011001010111,1
000011001011001,1
000011001011010,1
000011001011011,2
000011001011100,1
000011001011110,2
000011001100011,1
000011001100101,1
000011001101010,1
000011001110000,1
000011001111011,1
000011001111100,1
000011010000001,1
000011010000011,1
000011010010000,1
000011010010111,1
000011010011010,1
000011010011100,1
000011010011110,1
000011010100110,1
000011010101001,1
000011010110000,1
000011010110001,1
000011010110010,2
000011010110100,1
000011010110111,1
000011010111000,1
000011010111111,4
000011011000011,3
000011011001010,1
000011011001011,1
000011011010101,1
000011011010110,1
000011011011001,2
000011011011011,1
000011011100001,1
000011011100010,1
000011011100011,1
000011011100100,1
000011011100101,1
000011011101000,1
000011011101010,1
000011011101111,1
000011011110001,1
000011011111101,2
000011100000001,1
000011100000011,2
000011100010000,1
000011100010010,2
000011100010011,1
000011100100110,1
000011101011011,1
000011101011101,1
000011101100100,1
000011110001011,1
000011110001111,1
000011110100001,1
000011110110111,1
000011110111110,1
000011111000011,1
000011111001001,1
000011111001010,1
000011111010011,1
000011111011101,1
000011111111101,1
000100000000000,3
000100000000001,1
000100000000100,2
000100000000101,1
000100000000111,2
000100000001000,3
000100000001001,1
000100000001100,1
000100000001110,1
000100000001111,1
000100000010000,4
000100000010001,1
000100000010010,3
000100000010011,1
000100000010100,1
000100000010101,1
000100000010111,2
000100000011000,1
000100000011001,1
000100000011010,2
000100000011011,1
000100000011110,1
000100000011111,1
000100000100000,1
000100000100001,2
000100000100010,1
000100000100011,2
000100000100101,2
000100000100110,2
000100000100111,2
000100000101011,2
000100000101101,2
000100000101111,1
000100000110000,4
000100000110001,1
000100000110010,3
000100000110011,2
000100000110100,2
000100000110111,2
000100000111000,2
000100000111010,2
000100000111011,1
000100000111100,3
000100000111101,1
000100001000000,1
000100001000001,2
000100001000010,2
000100001000011,2
000100001000100,1
000100001000101,2
000100001000110,2
000100001000111,2
000100001001010,3
000100001001011,1
000100001001100,2
000100001001101,1
000100001001111,1
000100001010001,1
000100001010010,3
000100001010011,3
000100001010100,1
000100001010101,2
000100001010110,3
000100001010111,1
000100001011000,1
000100001011001,1
000100001011010,3
000100001011011,1
000100001100000,2
000100001100001,2
000100001100010,1
000100001100110,1
000100001101001,2
000100001101011,3
000100001101101,1
000100001101110,1
000100001110000,1
000100001110001,1
000100001110011,3
000100001110100,2
000100001110101,1
000100001110110,1
000100001110111,2
000100001111001,1
000100001111010,2
000100001111011,2
000100001111100,1
000100001111101,2
000100010000010,4
000100010000011,2
000100010000101,2
000100010000110,3
000100010001001,1
000100010001011,4
000100010001101,2
000100010001111,1
000100010010000,3
000100010010001,3
000100010010010,2
000100010010011,3
000100010010101,1
000100010011010,2
000100010011011,3
000100010011100,1
000100010011101,1
000100010011110,2
000100010100010,3
000100010100101,2
000100010100111,1
000100010101010,1
000100010101011,1
000100010101110,1
000100010110001,1
000100010110011,2
000100010110100,2
000100010110111,1
000100010111000,1
000100010111001,1
000100010111011,3
000100010111101,1
000100010111110,1
000100010111111,1
000100011000000,1
000100011000011,2
000100011000101,3
000100011000111,1
000100011001001,1
000100011001010,1
000100011001011,3
000100011001100,1
000100011010000,1
000100011010001,4
000100011010011,3
000100011010111,2
000100011011000,1
000100011011001,2
000100011011110,1
000100011011111,1
000100011100000,4
000100011100001,3
000100011100011,4
000100011100101,2
000100011100110,1
000100011101001,1
000100011101011,2
000100011110000,2
000100011110001,1
000100011110010,1
000100011110011,1
000100011110110,1
000100011110111,1
000100011111000,3
000100011111001,1
000100011111010,2
000100011111011,1
000100011111110,1
000100011111111,2
000100100000001,1
000100100000010,1
000100100001010,1
000100100010000,1
000100100010001,3
000100100010011,2
000100100010111,1
000100100011001,2
000100100011111,1
000100100100001,1
000100100100101,1
000100100101001,1
000100100101101,1
000100100110010,1
000100100111011,1
000100101000001,1
000100101000010,1
000100101000011,2
000100101000111,1
000100101001000,1
000100101001011,1
000100101010000,1
000100101010111,1
000100101011010,1
000100101011011,1
000100101011111,1
000100101100000,1
000100101100111,1
000100101101011,1
000100101111001,1
000100110010000,1
000100110010010,1
000100110010101,1
000100110011010,2
000100110100001,2
000100110100010,1
000100110100011,1
000100110100111,1
000100110110000,1
000100110110011,1
000100110110111,1
000100110111010,1
000100111000011,1
000100111001001,1
000100111001010,1
000100111001011,1
000100111010011,1
000100111010111,2
000100111100011,1
000100111101101,1
000100111110011,2
000100111110101,1
000100111111001,1
000100111111010,1
000101000000011,1
000101000000111,1
000101000001010,1
000101000001011,1
000101000001100,1
000101000010001,1
000101000010010,1
000101000010100,1
000101000011011,1
000101000100000,1
000101000100001,1
000101000100110,2
000101000100111,1
000101000110001,1
000101000110011,1
000101000110101,1
000101000111001,1
000101000111100,1
000101001000000,1
000101001000011,1
000101001000100,3
000101001000111,1
000101001001001,3
000101001011000,1
000101001011001,1
000101001011011,1
000101001100001,1
000101001100100,1
000101001100110,1
000101001100111,2
000101001101011,1
000101001111001,1
000101001111010,1
000101010000110,1
000101010010010,1
000101010010100,1
000101010011000,1
000101010011010,1
000101010101001,1
000101010101011,1
000101010101110,1
000101010110011,1
000101010110110,1
000101010111001,1
000101010111101,1
000101011000010,2
000101011000011,1
000101011000110,1
000101011001011,1
000101011001110,1
000101011010000,1
000101011010010,2
000101011010011,2
000101011010100,1
000101011011001,1
000101011011011,1
000101011011100,2
000101011011111,1
000101011100001,2
000101011100010,1
000101011100111,1
000101011101011,2
000101011101101,1
000101011111111,1
000101100000001,1
000101100010111,1
000101100011000,1
000101100100000,1
000101100100010,2
000101100100011,1
000101100111010,1
000101101010011,1
000101101011001,1
000101101100010,1
000101101100011,1
000101101101000,1
000101101101001,1
000101101101111,1
000101110001001,1
000101110010000,1
000101110011010,1
000101110100101,1
000101110110011,1
000101110111110,1
000101111010000,1
000101111010011,1
000101111011011,1
000101111110000,1
000101111110010,1
000101111110011,1
000101111111111,1
000110000000000,3
000110000000001,1
000110000000010,4
000110000000011,1
000110000000101,1
000110000000111,2
000110000001010,1
000110000001011,2
000110000001111,2
000110000010001,1
000110000010010,1
000110000010011,3
000110000010101,2
000110000010111,2
000110000011001,1
000110000011010,1
000110000011011,3
000110000011110,1
000110000011111,2
000110000100000,1
000110000100010,2
000110000100011,4
000110000100101,2
000110000100111,2
000110000101010,2
000110000101011,2
000110000101110,1
000110000101111,1
000110000110000,1
000110000110011,4
000110000110110,3
000110000110111,1
000110000111001,1
000110000111101,1
000110001000010,1
000110001000100,1
000110001000101,1
000110001000110,1
000110001000111,1
000110001001001,1
000110001001011,1
000110001001110,1
000110001010001,2
000110001010010,2
000110001010011,3
000110001010101,1
000110001010110,2
000110001011010,2
000110001011110,1
000110001011111,2
000110001100001,2
000110001100010,2
000110001100100,1
000110001100101,1
000110001100111,2
000110001101000,2
000110001101010,1
000110001110001,1
000110001110010,1
000110001110011,1
000110001110100,1
000110001110101,1
000110001110110,1
000110001110111,1
000110001111001,1
000110001111010,1
000110001111100,1
000110010000001,1
000110010000010,2
000110010000011,3
000110010000101,2
000110010000110,1
000110010000111,5
000110010001010,1
000110010001011,1
000110010001111,1
000110010010001,3
000110010010010,1
000110010010011,1
000110010010101,1
000110010010111,2
000110010011010,1
000110010011101,1
000110010011110,1
000110010100001,3
000110010100011,3
000110010100110,1
000110010100111,2
000110010101001,2
000110010101011,3
000110010101110,1
000110010101111,1
000110010110000,2
000110010110001,1
000110010110010,1
000110010110011,2
000110010110100,1
000110010110111,1
000110010111001,1
000110010111010,1
000110010111100,1
000110010111101,1
000110010111111,2
000110011000010,2
000110011000011,1
000110011000100,1
000110011000101,3
000110011001000,1
000110011001010,1
000110011001101,2
000110011010000,2
000110011010001,1
000110011010010,1
000110011010011,3
000110011010110,1
000110011010111,1
000110011011000,1
000110011011001,1
000110011011010,2
000110011011011,2
000110011011111,2
000110011100010,1
000110011100011,2
000110011100100,1
000110011100101,2
000110011100111,1
000110011101011,1
000110011101100,1
000110011101111,1
000110011110000,1
000110011110001,2
000110011110010,1
000110011110011,3
000110011111000,1
000110011111110,1
000110011111111,2
000110100000010,1
000110100000110,1
000110100000111,1
000110100001001,1
000110100001011,1
000110100001111,1
000110100010011,1
000110100011001,1
000110100011010,1
000110100100011,2
000110100101001,1
000110100101111,1
000110100110010,1
000110101000001,2
000110101000010,2
000110101000011,1
000110101010100,1
000110101011010,1
000110101101001,1
000110101101110,1
000110110000000,1
000110110000001,2
000110110000011,1
000110110001110,1
000110110001111,1
000110110010101,1
000110110010111,1
000110110011000,2
000110110011001,1
000110110011010,1
000110110011111,1
000110110100001,1
000110110100101,1
000110110100111,2
000110110110011,2
000110110110101,1
000110110110111,1
000110110111010,1
000110111000001,1
000110111000011,1
000110111000101,1
000110111000110,2
000110111001101,1
000110111010011,4
000110111010110,1
000110111011000,1
000110111011011,1
000110111011100,1
000110111100001,1
000110111100010,1
000110111100100,1
000110111100101,1
000110111101011,1
000110111101110,1
000110111110001,1
000110111111001,1
000111000000000,2
000111000000010,1
000111000000110,2
000111000000111,1
000111000001010,2
000111000001011,1
000111000001110,1
000111000001111,1
000111000010011,2
000111000010110,1
000111000010111,2
000111000011001,1
000111000011011,1
000111000011110,1
000111000100001,2
000111000100010,1
000111000100011,2
000111000100100,1
000111000100101,2
000111000101001,1
000111000101100,1
000111000101111,1
000111000110001,1
000111000110010,2
000111000110101,1
000111000111010,1
000111000111111,1
000111001000000,1
000111001000001,1
000111001000010,1
000111001000011,1
000111001000100,1
000111001001001,1
000111001001111,1
000111001010110,1
000111001010111,1
000111001100001,1
000111001100011,2
000111001100101,3
000111001101001,1
000111001101111,1
000111001110000,1
000111001110100,1
000111001110110,1
000111001111001,1
000111001111110,1
000111010000000,1
000111010000010,2
000111010000111,2
000111010010011,1
000111010010110,1
000111010010111,1
000111010011011,1
000111010011111,1
000111010100001,2
000111010100011,1
000111010100101,1
000111010100111,2
000111010101001,2
000111010101011,1
000111010101110,1
000111010110000,1
000111010110010,1
000111011000001,2
000111011000010,1
000111011000101,1
000111011001000,1
000111011001001,1
000111011001011,1
000111011010001,1
000111011010011,1
000111011010101,1
000111011010111,1
000111011011001,1
000111011100011,1
000111011101001,1
000111011101111,1
000111011110011,2
000111011111010,1
000111100010010,1
000111100010011,1
000111100100111,1
000111100101101,1
000111100110101,1
000111100111110,1
000111101000101,1
000111101000110,1
000111101001101,1
000111101011011,2
000111101011100,1
000111101110000,1
000111101110011,1
000111110000110,1
000111110010001,1
000111110011010,1
000111110011101,1
000111110110101,1
000111111010101,1
000111111011011,1
000111111011101,1
000111111101111,1
000111111110110,1
000111111111001,1
001000000000010,1
001000000000110,1
001000000001100,1
001000000010001,2
001000000010110,1
001000000011011,1
001000000011100,1
001000000011110,1
001000000100001,2
001000000100010,2
001000000100011,1
001000000100110,1
001000000100111,1
001000000101000,1
001000000101011,3
001000000101101,1
001000000101110,1
001000000110000,1
001000000110011,2
001000000110100,1
001000000110101,1
001000000110111,1
001000000111001,1
001000000111100,1
001000000111111,1
001000001000000,1
001000001000011,1
001000001000101,1
001000001000110,1
001000001001010,1
001000001001011,1
001000001001110,1
001000001010001,1
001000001010101,1
001000001010110,2
001000001010111,1
001000001011101,1
001000001100000,1
001000001100010,3
001000001100011,1
001000001100100,1
001000001100101,1
001000001100110,1
001000001101000,1
001000001101011,1
001000001101100,2
001000001101110,1
001000001110101,1
001000001111001,2
001000001111010,1
001000001111101,2
001000001111111,1
001000010000001,1
001000010000010,1
001000010000011,2
001000010000100,1
001000010000110,2
001000010001000,1
001000010001010,2
001000010001011,1
001000010001100,1
001000010001101,1
001000010010000,1
001000010010001,1
001000010010011,3
001000010010101,1
001000010010110,2
001000010010111,2
001000010011001,1
001000010011111,1
001000010100000,1
001000010100011,2
001000010100100,2
001000010100101,1
001000010100110,1
001000010100111,1
001000010101101,2
001000010101110,1
001000010110000,1
001000010110001,1
001000010110010,1
001000010110111,3
001000010111001,1
001000010111010,1
001000010111110,1
001000011000000,2
001000011000001,1
001000011000010,3
001000011000011,1
001000011000100,2
001000011000111,1
001000011001010,1
001000011001101,1
001000011010000,2
001000011010001,1
001000011010101,1
001000011011001,1
001000011011010,1
001000011011011,1
001000011100010,1
001000011100011,2
001000011100101,1
001000011100110,1
001000011101000,1
001000011101010,1
001000011101100,2
001000011101101,1
001000011110000,2
001000011110001,1
001000011110010,1
001000011110011,2
001000011110110,1
001000011110111,1
001000011111001,1
001000011111010,1
001000011111011,1
001000100111100,1
001000101000100,1
001000101001010,1
001000101010001,1
001000101010010,1
001000101011010,1
001000101110010,2
001000101110100,1
001000110000011,1
001000110001000,1
001000110001001,1
001000110001010,1
001000110010000,1
001000110010010,1
001000110010011,1
001000110011001,1
001000110011010,1
001000110101010,1
001000110110001,1
001000110110011,1
001000111000001,1
001000111000110,1
001000111001110,1
001000111010010,1
001000111010100,1
001000111100011,1
001000111111111,1
001001000000011,1
001001000000100,1
001001000000110,1
001001000010011,1
001001000011001,1
001001000111011,1
001001001001001,1
001001001001110,1
001001001010000,1
001001001010101,1
001001001110001,1
001001001110111,1
001001010000001,1
001001010000111,1
001001010001100,1
001001010010010,1
001001010100000,1
001001010100011,1
001001010101011,1
001001010101111,1
001001011000010,1
001001011001111,1
001001011010111,1
001001011011010,1
001001011011011,1
001001011100000,1
001001011100011,1
001001011110000,2
001001011111001,1
001001011111111,1
001001100000011,1
001001100000100,1
001001100011000,1
001001101011000,1
001001101100100,1
001001101110011,1
001001110110010,1
001001110110011,1
001001111001011,1
001001111010101,1
001001111110011,1
001010000000001,1
001010000000010,1
001010000000100,1
001010000001000,1
001010000001001,1
001010000001100,1
001010000001110,1
001010000010010,1
001010000010011,2
001010000010101,1
001010000010110,1
001010000011001,1
001010000011010,1
001010000100000,1
001010000100011,1
001010000100110,1
001010000100111,2
001010000101010,1
001010000101011,1
001010000110000,1
001010000110010,2
001010000110011,3
001010000110110,1
001010000111001,1
001010000111010,1
001010000111100,1
001010001000010,1
001010001000011,1
001010001000101,1
001010001000110,1
001010001001011,1
001010001001110,2
001010001001111,1
001010001010010,1
001010001010101,1
001010001010110,1
001010001011000,1
001010001011001,1
001010001011100,1
001010001011101,1
001010001100100,1
001010001101000,1
001010001101011,2
001010001101111,1
001010001110001,1
001010001110011,1
001010001110101,1
001010001111000,2
001010001111011,1
001010010001000,1
001010010001010,1
001010010001011,1
001010010001101,1
001010010010001,2
001010010010010,2
001010010010100,1
001010010010110,1
001010010011010,3
001010010011101,1
001010010100011,1
001010010100110,2
001010010101010,1
001010010101110,1
001010010111011,1
001010010111100,2
001010010111101,1
001010011000000,1
001010011000001,1
001010011000011,1
001010011000110,1
001010011001000,1
001010011001001,1
001010011001011,1
001010011001100,1
001010011010010,1
001010011010110,1
001010011011011,1
001010011011111,1
001010011100000,1
001010011100001,2
001010011100010,1
001010011100011,1
001010011100110,1
001010011101000,1
001010011101010,1
001010011101011,1
001010011101111,1
001010011110001,1
001010011110101,1
001010011110110,1
001010011111001,1
001010011111010,2
001010100000000,1
001010100000111,1
001010100100000,1
001010100100001,1
001010100100110,1
001010100110011,2
001010100110111,1
001010100111010,1
001010101000001,1
001010101000101,1
001010101001100,1
001010101010011,1
001010101010100,1
001010101010110,1
001010101011010,1
001010101100010,2
001010101100110,1
001010101101011,1
001010101110001,1
001010110000000,1
001010110000001,1
001010110010110,1
001010110100011,1
001010110101110,1
001010110110001,1
001010110111111,1
001010111000011,1
001010111001000,1
001010111010110,1
001010111011110,1
001010111100100,1
001010111100110,1
001010111101000,1
001010111110100,2
001010111111000,1
001011000000101,1
001011000000110,1
001011000010100,1
001011000011000,1
001011000011011,1
001011000100100,1
001011000100111,1
001011000110111,1
001011000111010,1
001011000111011,1
001011001000001,1
001011001010100,1
001011001010111,2
001011001011010,1
001011001100010,1
001011001100100,1
001011001100101,1
001011001100111,1
001011001101001,1
001011001110000,1
001011001110111,1
001011010001100,1
001011010100011,1
001011010101000,1
001011010110000,1
001011010110001,1
001011010110010,2
001011010110011,1
001011010111101,2
001011010111111,1
001011011000010,1
001011011000111,2
001011011010011,2
001011011010111,1
001011011011100,1
001011011100010,1
001011011101010,1
001011011110001,1
001011011111001,1
001011100000100,1
001011100010000,1
001011100100110,1
001011100111101,1
001011101101011,1
001011101101111,1
001011110011011,1
001011110111001,1
001011111010010,2
001100000000001,1
001100000000110,2
001100000001010,2
001100000001110,2
001100000010001,1
001100000010100,1
001100000011010,1
001100000011111,1
001100000100000,2
001100000100001,1
001100000100010,2
001100000100011,1
001100000100101,1
001100000101010,1
001100000101110,1
001100000110000,1
001100000110001,1
001100000110011,3
001100000110100,2
001100000111011,1
001100000111111,1
001100001000000,1
001100001000001,1
001100001000010,3
001100001000011,3
001100001001001,1
001100001001010,3
001100001001110,1
001100001010010,1
001100001010011,1
001100001010100,1
001100001010110,1
001100001010111,1
001100001011000,3
001100001011011,1
001100001100000,1
001100001100010,3
001100001100011,2
001100001100110,1
001100001101011,1
001100001101100,1
001100001110000,1
001100001110101,2
001100001111001,1
001100001111100,1
001100010000001,1
001100010000010,1
001100010000100,1
001100010001000,1
001100010001110,1
001100010010000,2
001100010010001,3
001100010010010,1
001100010010111,2
001100010011011,1
001100010100000,1
001100010100010,1
001100010100011,1
001100010110100,1
001100010111000,1
001100010111001,1
001100010111110,1
001100011000001,1
001100011000110,1
001100011000111,2
001100011001100,1
001100011010000,3
001100011010010,1
001100011011010,1
001100011011110,1
001100011011111,1
001100011100010,1
001100011100011,1
001100011101011,1
001100011110001,1
001100011110010,1
001100011110011,1
001100011110101,1
001100011111000,3
001100100000110,1
001100100010011,1
001100100100010,1
001100100101010,1
001100100110010,1
001100101001001,1
001100101010001,1
001100101010100,1
001100101011010,1
001100101100010,1
001100101100111,1
001100110000010,1
001100110000011,1
001100110001011,1
001100110010010,1
001100110011011,1
001100110100100,1
001100110110111,2
001100111000001,1
001100111000011,1
001100111000100,1
001100111010010,1
001100111010110,1
001100111101010,1
001100111101110,1
001100111110111,1
001100111111001,1
001101000001111,1
001101000011001,1
001101000011010,1
001101000011101,1
001101000011110,1
001101000100100,1
001101000101011,1
001101000110000,1
001101000110010,1
001101000111011,1
001101000111111,1
001101001000111,1
001101001011010,1
001101001011011,1
001101001011101,1
001101001101100,1
001101001110100,1
001101001110111,1
001101001111011,1
001101010000000,1
001101010000110,2
001101010001011,1
001101010011001,1
001101010011011,1
001101010100101,1
001101010111010,1
001101010111011,1
001101011000001,1
001101011010100,1
001101011011001,1
001101011100011,1
001101011100100,1
001101011101010,1
001101011110010,1
001101011110101,1
001101011111001,1
001101011111101,1
001101100010110,1
001101100101011,1
001101100110011,1
001101101001000,1
001101101010011,2
001101101100011,1
001101101101001,1
001101101101011,1
001101110001111,1
001101110100000,1
001101110100010,1
001101110100111,1
001101111001110,1
001110000000010,1
001110000000011,1
001110000000110,1
001110000001000,1
001110000001001,1
001110000001101,1
001110000001110,1
001110000010011,1
001110000010101,1
001110000010111,1
001110000100010,2
001110000100100,1
001110000100110,1
001110000100111,1
001110000101000,3
001110000101011,1
001110000101100,2
001110000110000,1
001110000110001,1
001110000110011,1
001110000110101,1
001110000110111,1
001110000111000,1
001110000111110,1
001110001000001,1
001110001000010,2
001110001000011,2
